review_id,order_id,customer_id,restaurant_id,review_rating,review_text,sentiment,review_length,review_text_lower,review_text_no_punctuation,tokens,tokens_no_stopwords,lemmatized_tokens,clean_text
REV_005307,ORD_000390,CUST_00652,REST_0182,3,The portion size was reasonable. Delivery was neither fast nor slow.,Neutral,68,the portion size was reasonable. delivery was neither fast nor slow.,the portion size was reasonable delivery was neither fast nor slow,"['the', 'portion', 'size', 'was', 'reasonable', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['portion', 'size', 'reasonable', 'delivery', 'neither', 'fast', 'slow']","['portion', 'size', 'reasonable', 'delivery', 'neither', 'fast', 'slow']",portion size reasonable delivery neither fast slow
REV_005308,ORD_005644,CUST_01232,REST_0062,4,The food arrived hot and fresh. The packaging kept the food fresh.,Positive,66,the food arrived hot and fresh. the packaging kept the food fresh.,the food arrived hot and fresh the packaging kept the food fresh,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'packaging', 'kept', 'the', 'food', 'fresh']","['food', 'arrived', 'hot', 'fresh', 'packaging', 'kept', 'food', 'fresh']","['food', 'arrived', 'hot', 'fresh', 'packaging', 'kept', 'food', 'fresh']",food arrived hot fresh packaging kept food fresh
REV_005309,ORD_001591,CUST_01400,REST_0093,4,The food was prepared really well. The order arrived on time.,Positive,61,the food was prepared really well. the order arrived on time.,the food was prepared really well the order arrived on time,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'order', 'arrived', 'on', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']","['food', 'prepared', 'really', 'well', 'order', 'arrived', 'time']",food prepared really well order arrived time
REV_005310,ORD_009254,CUST_01277,REST_0115,4,The food arrived hot and fresh. Everything arrived in good condition.,Positive,69,the food arrived hot and fresh. everything arrived in good condition.,the food arrived hot and fresh everything arrived in good condition,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']","['food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']",food arrived hot fresh everything arrived good condition
REV_005311,ORD_009390,CUST_01472,REST_0160,4,The food was prepared really well. The delivery was faster than expected.,Positive,73,the food was prepared really well. the delivery was faster than expected.,the food was prepared really well the delivery was faster than expected,"['the', 'food', 'was', 'prepared', 'really', 'well', 'the', 'delivery', 'was', 'faster', 'than', 'expected']","['food', 'prepared', 'really', 'well', 'delivery', 'faster', 'expected']","['food', 'prepared', 'really', 'well', 'delivery', 'faster', 'expected']",food prepared really well delivery faster expected
REV_005312,ORD_003501,CUST_00266,REST_0147,3,The food quality was average. Packaging was acceptable.,Neutral,55,the food quality was average. packaging was acceptable.,the food quality was average packaging was acceptable,"['the', 'food', 'quality', 'was', 'average', 'packaging', 'was', 'acceptable']","['food', 'quality', 'average', 'packaging', 'acceptable']","['food', 'quality', 'average', 'packaging', 'acceptable']",food quality average packaging acceptable
REV_005313,ORD_007958,CUST_00706,REST_0101,3,Nothing particularly stood out. The food was acceptable. The order arrived around the expected time.,Neutral,100,nothing particularly stood out. the food was acceptable. the order arrived around the expected time.,nothing particularly stood out the food was acceptable the order arrived around the expected time,"['nothing', 'particularly', 'stood', 'out', 'the', 'food', 'was', 'acceptable', 'the', 'order', 'arrived', 'around', 'the', 'expected', 'time']","['nothing', 'particularly', 'stood', 'food', 'acceptable', 'order', 'arrived', 'around', 'expected', 'time']","['nothing', 'particularly', 'stood', 'food', 'acceptable', 'order', 'arrived', 'around', 'expected', 'time']",nothing particularly stood food acceptable order arrived around expected time
REV_005314,ORD_005602,CUST_01360,REST_0076,4,Loved the overall experience. The food arrived hot and fresh. The order arrived on time.,Positive,88,loved the overall experience. the food arrived hot and fresh. the order arrived on time.,loved the overall experience the food arrived hot and fresh the order arrived on time,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'on', 'time']","['loved', 'overall', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']","['loved', 'overall', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']",loved overall experience food arrived hot fresh order arrived time
REV_005315,ORD_007167,CUST_00768,REST_0173,3,The food was acceptable. The order arrived around the expected time.,Neutral,68,the food was acceptable. the order arrived around the expected time.,the food was acceptable the order arrived around the expected time,"['the', 'food', 'was', 'acceptable', 'the', 'order', 'arrived', 'around', 'the', 'expected', 'time']","['food', 'acceptable', 'order', 'arrived', 'around', 'expected', 'time']","['food', 'acceptable', 'order', 'arrived', 'around', 'expected', 'time']",food acceptable order arrived around expected time
REV_005316,ORD_001907,CUST_00780,REST_0093,5,The food was fresh and tasty. The driver delivered the order quickly.,Positive,69,the food was fresh and tasty. the driver delivered the order quickly.,the food was fresh and tasty the driver delivered the order quickly,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']","['food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']",food fresh tasty driver delivered order quickly
REV_005317,ORD_007600,CUST_00878,REST_0058,3,The meal was fine. The delivery experience was average.,Neutral,55,the meal was fine. the delivery experience was average.,the meal was fine the delivery experience was average,"['the', 'meal', 'was', 'fine', 'the', 'delivery', 'experience', 'was', 'average']","['meal', 'fine', 'delivery', 'experience', 'average']","['meal', 'fine', 'delivery', 'experience', 'average']",meal fine delivery experience average
REV_005318,ORD_008305,CUST_00692,REST_0135,4,The food was delicious. The food arrived hot and fresh. The driver delivered the order quickly.,Positive,95,the food was delicious. the food arrived hot and fresh. the driver delivered the order quickly.,the food was delicious the food arrived hot and fresh the driver delivered the order quickly,"['the', 'food', 'was', 'delicious', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']",food delicious food arrived hot fresh driver delivered order quickly
REV_005319,ORD_001930,CUST_01187,REST_0074,4,Everything tasted fresh. The packaging was neat.,Positive,48,everything tasted fresh. the packaging was neat.,everything tasted fresh the packaging was neat,"['everything', 'tasted', 'fresh', 'the', 'packaging', 'was', 'neat']","['everything', 'tasted', 'fresh', 'packaging', 'neat']","['everything', 'tasted', 'fresh', 'packaging', 'neat']",everything tasted fresh packaging neat
REV_005320,ORD_001303,CUST_00282,REST_0023,4,The food quality was excellent. Everything was packed properly.,Positive,63,the food quality was excellent. everything was packed properly.,the food quality was excellent everything was packed properly,"['the', 'food', 'quality', 'was', 'excellent', 'everything', 'was', 'packed', 'properly']","['food', 'quality', 'excellent', 'everything', 'packed', 'properly']","['food', 'quality', 'excellent', 'everything', 'packed', 'properly']",food quality excellent everything packed properly
REV_005321,ORD_002046,CUST_00430,REST_0019,4,The food quality was excellent. The packaging kept the food fresh.,Positive,66,the food quality was excellent. the packaging kept the food fresh.,the food quality was excellent the packaging kept the food fresh,"['the', 'food', 'quality', 'was', 'excellent', 'the', 'packaging', 'kept', 'the', 'food', 'fresh']","['food', 'quality', 'excellent', 'packaging', 'kept', 'food', 'fresh']","['food', 'quality', 'excellent', 'packaging', 'kept', 'food', 'fresh']",food quality excellent packaging kept food fresh
REV_005322,ORD_002904,CUST_00574,REST_0187,4,The portion size was good. The packaging was good.,Positive,50,the portion size was good. the packaging was good.,the portion size was good the packaging was good,"['the', 'portion', 'size', 'was', 'good', 'the', 'packaging', 'was', 'good']","['portion', 'size', 'good', 'packaging', 'good']","['portion', 'size', 'good', 'packaging', 'good']",portion size good packaging good
REV_005323,ORD_003446,CUST_00987,REST_0009,3,The food was okay overall. The portion size was reasonable. Delivery was neither fast nor slow.,Neutral,95,the food was okay overall. the portion size was reasonable. delivery was neither fast nor slow.,the food was okay overall the portion size was reasonable delivery was neither fast nor slow,"['the', 'food', 'was', 'okay', 'overall', 'the', 'portion', 'size', 'was', 'reasonable', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['food', 'okay', 'overall', 'portion', 'size', 'reasonable', 'delivery', 'neither', 'fast', 'slow']","['food', 'okay', 'overall', 'portion', 'size', 'reasonable', 'delivery', 'neither', 'fast', 'slow']",food okay overall portion size reasonable delivery neither fast slow
REV_005324,ORD_002190,CUST_00476,REST_0130,3,The experience was acceptable.,Neutral,30,the experience was acceptable.,the experience was acceptable,"['the', 'experience', 'was', 'acceptable']","['experience', 'acceptable']","['experience', 'acceptable']",experience acceptable
REV_005325,ORD_002179,CUST_01103,REST_0044,4,The food quality was excellent. Delivery was quick.,Positive,51,the food quality was excellent. delivery was quick.,the food quality was excellent delivery was quick,"['the', 'food', 'quality', 'was', 'excellent', 'delivery', 'was', 'quick']","['food', 'quality', 'excellent', 'delivery', 'quick']","['food', 'quality', 'excellent', 'delivery', 'quick']",food quality excellent delivery quick
REV_005326,ORD_007614,CUST_00226,REST_0106,5,The meal was excellent. The food quality was excellent. The order arrived on time.,Positive,82,the meal was excellent. the food quality was excellent. the order arrived on time.,the meal was excellent the food quality was excellent the order arrived on time,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'on', 'time']","['meal', 'excellent', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']","['meal', 'excellent', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']",meal excellent food quality excellent order arrived time
REV_005327,ORD_004244,CUST_01467,REST_0122,3,The taste was decent. The order was packed reasonably well.,Neutral,59,the taste was decent. the order was packed reasonably well.,the taste was decent the order was packed reasonably well,"['the', 'taste', 'was', 'decent', 'the', 'order', 'was', 'packed', 'reasonably', 'well']","['taste', 'decent', 'order', 'packed', 'reasonably', 'well']","['taste', 'decent', 'order', 'packed', 'reasonably', 'well']",taste decent order packed reasonably well
REV_005328,ORD_003518,CUST_00024,REST_0150,4,Very happy with the order.,Positive,26,very happy with the order.,very happy with the order,"['very', 'happy', 'with', 'the', 'order']","['happy', 'order']","['happy', 'order']",happy order
REV_005329,ORD_004818,CUST_00532,REST_0182,5,Everything tasted great. The order arrived on time.,Positive,51,everything tasted great. the order arrived on time.,everything tasted great the order arrived on time,"['everything', 'tasted', 'great', 'the', 'order', 'arrived', 'on', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']",everything tasted great order arrived time
REV_005330,ORD_005163,CUST_01478,REST_0002,4,Loved the overall experience. The food was prepared really well. Delivery was quick.,Positive,84,loved the overall experience. the food was prepared really well. delivery was quick.,loved the overall experience the food was prepared really well delivery was quick,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'was', 'prepared', 'really', 'well', 'delivery', 'was', 'quick']","['loved', 'overall', 'experience', 'food', 'prepared', 'really', 'well', 'delivery', 'quick']","['loved', 'overall', 'experience', 'food', 'prepared', 'really', 'well', 'delivery', 'quick']",loved overall experience food prepared really well delivery quick
REV_005331,ORD_002257,CUST_00926,REST_0037,4,Loved the overall experience. The food quality was excellent. Everything arrived in good condition.,Positive,99,loved the overall experience. the food quality was excellent. everything arrived in good condition.,loved the overall experience the food quality was excellent everything arrived in good condition,"['loved', 'the', 'overall', 'experience', 'the', 'food', 'quality', 'was', 'excellent', 'everything', 'arrived', 'in', 'good', 'condition']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'everything', 'arrived', 'good', 'condition']","['loved', 'overall', 'experience', 'food', 'quality', 'excellent', 'everything', 'arrived', 'good', 'condition']",loved overall experience food quality excellent everything arrived good condition
REV_005332,ORD_005681,CUST_00405,REST_0125,3,Nothing particularly stood out. The food was neither great nor bad. Delivery was neither fast nor slow.,Neutral,103,nothing particularly stood out. the food was neither great nor bad. delivery was neither fast nor slow.,nothing particularly stood out the food was neither great nor bad delivery was neither fast nor slow,"['nothing', 'particularly', 'stood', 'out', 'the', 'food', 'was', 'neither', 'great', 'nor', 'bad', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']","['nothing', 'particularly', 'stood', 'food', 'neither', 'great', 'bad', 'delivery', 'neither', 'fast', 'slow']",nothing particularly stood food neither great bad delivery neither fast slow
REV_005333,ORD_000432,CUST_00280,REST_0111,5,The food was fresh and tasty. Delivery was quick.,Positive,49,the food was fresh and tasty. delivery was quick.,the food was fresh and tasty delivery was quick,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'delivery', 'was', 'quick']","['food', 'fresh', 'tasty', 'delivery', 'quick']","['food', 'fresh', 'tasty', 'delivery', 'quick']",food fresh tasty delivery quick
REV_005334,ORD_003038,CUST_00052,REST_0147,4,The meal was flavorful and satisfying. The delivery was smooth.,Positive,63,the meal was flavorful and satisfying. the delivery was smooth.,the meal was flavorful and satisfying the delivery was smooth,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'the', 'delivery', 'was', 'smooth']","['meal', 'flavorful', 'satisfying', 'delivery', 'smooth']","['meal', 'flavorful', 'satisfying', 'delivery', 'smooth']",meal flavorful satisfying delivery smooth
REV_005335,ORD_006491,CUST_00148,REST_0155,3,The food quality was average. Delivery was acceptable.,Neutral,54,the food quality was average. delivery was acceptable.,the food quality was average delivery was acceptable,"['the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'acceptable']","['food', 'quality', 'average', 'delivery', 'acceptable']","['food', 'quality', 'average', 'delivery', 'acceptable']",food quality average delivery acceptable
REV_005336,ORD_007392,CUST_00365,REST_0136,4,Everything tasted great. The driver delivered the order quickly.,Positive,64,everything tasted great. the driver delivered the order quickly.,everything tasted great the driver delivered the order quickly,"['everything', 'tasted', 'great', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['everything', 'tasted', 'great', 'driver', 'delivered', 'order', 'quickly']","['everything', 'tasted', 'great', 'driver', 'delivered', 'order', 'quickly']",everything tasted great driver delivered order quickly
REV_005337,ORD_004440,CUST_00807,REST_0188,5,Great food and service. The food quality was excellent. The order arrived on time.,Positive,82,great food and service. the food quality was excellent. the order arrived on time.,great food and service the food quality was excellent the order arrived on time,"['great', 'food', 'and', 'service', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'on', 'time']","['great', 'food', 'service', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']","['great', 'food', 'service', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']",great food service food quality excellent order arrived time
REV_005338,ORD_007813,CUST_00612,REST_0120,5,The food was fresh and tasty. Everything was packed properly.,Positive,61,the food was fresh and tasty. everything was packed properly.,the food was fresh and tasty everything was packed properly,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'everything', 'was', 'packed', 'properly']","['food', 'fresh', 'tasty', 'everything', 'packed', 'properly']","['food', 'fresh', 'tasty', 'everything', 'packed', 'properly']",food fresh tasty everything packed properly
REV_005339,ORD_009513,CUST_00192,REST_0161,4,The portion size was good. The order arrived without any issues.,Positive,64,the portion size was good. the order arrived without any issues.,the portion size was good the order arrived without any issues,"['the', 'portion', 'size', 'was', 'good', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['portion', 'size', 'good', 'order', 'arrived', 'without', 'issues']","['portion', 'size', 'good', 'order', 'arrived', 'without', 'issue']",portion size good order arrived without issue
REV_005340,ORD_008129,CUST_01270,REST_0113,4,The meal was flavorful and satisfying. Everything arrived in good condition.,Positive,76,the meal was flavorful and satisfying. everything arrived in good condition.,the meal was flavorful and satisfying everything arrived in good condition,"['the', 'meal', 'was', 'flavorful', 'and', 'satisfying', 'everything', 'arrived', 'in', 'good', 'condition']","['meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']","['meal', 'flavorful', 'satisfying', 'everything', 'arrived', 'good', 'condition']",meal flavorful satisfying everything arrived good condition
REV_005341,ORD_001657,CUST_00773,REST_0064,4,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_005342,ORD_008905,CUST_01178,REST_0079,4,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_005343,ORD_001502,CUST_01210,REST_0096,4,Very satisfied with the order. The food was fresh and tasty. Everything arrived in good condition.,Positive,98,very satisfied with the order. the food was fresh and tasty. everything arrived in good condition.,very satisfied with the order the food was fresh and tasty everything arrived in good condition,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'food', 'was', 'fresh', 'and', 'tasty', 'everything', 'arrived', 'in', 'good', 'condition']","['satisfied', 'order', 'food', 'fresh', 'tasty', 'everything', 'arrived', 'good', 'condition']","['satisfied', 'order', 'food', 'fresh', 'tasty', 'everything', 'arrived', 'good', 'condition']",satisfied order food fresh tasty everything arrived good condition
REV_005344,ORD_001111,CUST_00119,REST_0153,4,Everything tasted great. The order arrived on time.,Positive,51,everything tasted great. the order arrived on time.,everything tasted great the order arrived on time,"['everything', 'tasted', 'great', 'the', 'order', 'arrived', 'on', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']",everything tasted great order arrived time
REV_005345,ORD_002819,CUST_00374,REST_0124,5,Everything tasted great. The order arrived on time.,Positive,51,everything tasted great. the order arrived on time.,everything tasted great the order arrived on time,"['everything', 'tasted', 'great', 'the', 'order', 'arrived', 'on', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']","['everything', 'tasted', 'great', 'order', 'arrived', 'time']",everything tasted great order arrived time
REV_005346,ORD_006943,CUST_00205,REST_0111,3,The portion size was reasonable. The delivery was okay.,Neutral,55,the portion size was reasonable. the delivery was okay.,the portion size was reasonable the delivery was okay,"['the', 'portion', 'size', 'was', 'reasonable', 'the', 'delivery', 'was', 'okay']","['portion', 'size', 'reasonable', 'delivery', 'okay']","['portion', 'size', 'reasonable', 'delivery', 'okay']",portion size reasonable delivery okay
REV_005347,ORD_005453,CUST_00603,REST_0158,4,The meal was excellent. The food arrived hot and fresh. The order arrived without any issues.,Positive,93,the meal was excellent. the food arrived hot and fresh. the order arrived without any issues.,the meal was excellent the food arrived hot and fresh the order arrived without any issues,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issues']","['meal', 'excellent', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'without', 'issue']",meal excellent food arrived hot fresh order arrived without issue
REV_005348,ORD_003112,CUST_01406,REST_0063,3,The portion size was reasonable. The packaging was average.,Neutral,59,the portion size was reasonable. the packaging was average.,the portion size was reasonable the packaging was average,"['the', 'portion', 'size', 'was', 'reasonable', 'the', 'packaging', 'was', 'average']","['portion', 'size', 'reasonable', 'packaging', 'average']","['portion', 'size', 'reasonable', 'packaging', 'average']",portion size reasonable packaging average
REV_005349,ORD_007576,CUST_00732,REST_0200,4,The food was delicious. The food arrived hot and fresh. The driver delivered the order quickly.,Positive,95,the food was delicious. the food arrived hot and fresh. the driver delivered the order quickly.,the food was delicious the food arrived hot and fresh the driver delivered the order quickly,"['the', 'food', 'was', 'delicious', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']","['food', 'delicious', 'food', 'arrived', 'hot', 'fresh', 'driver', 'delivered', 'order', 'quickly']",food delicious food arrived hot fresh driver delivered order quickly
REV_005350,ORD_006502,CUST_00285,REST_0042,5,Really good experience. The food arrived hot and fresh. The order arrived on time.,Positive,82,really good experience. the food arrived hot and fresh. the order arrived on time.,really good experience the food arrived hot and fresh the order arrived on time,"['really', 'good', 'experience', 'the', 'food', 'arrived', 'hot', 'and', 'fresh', 'the', 'order', 'arrived', 'on', 'time']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']","['really', 'good', 'experience', 'food', 'arrived', 'hot', 'fresh', 'order', 'arrived', 'time']",really good experience food arrived hot fresh order arrived time
REV_005351,ORD_001774,CUST_01472,REST_0067,4,The food arrived hot and fresh. Delivery was quick.,Positive,51,the food arrived hot and fresh. delivery was quick.,the food arrived hot and fresh delivery was quick,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'delivery', 'was', 'quick']","['food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']","['food', 'arrived', 'hot', 'fresh', 'delivery', 'quick']",food arrived hot fresh delivery quick
REV_005352,ORD_005317,CUST_00728,REST_0013,4,Loved the overall experience.,Positive,29,loved the overall experience.,loved the overall experience,"['loved', 'the', 'overall', 'experience']","['loved', 'overall', 'experience']","['loved', 'overall', 'experience']",loved overall experience
REV_005353,ORD_004927,CUST_01426,REST_0177,3,The experience was average. The food quality was average. The delivery was okay.,Neutral,80,the experience was average. the food quality was average. the delivery was okay.,the experience was average the food quality was average the delivery was okay,"['the', 'experience', 'was', 'average', 'the', 'food', 'quality', 'was', 'average', 'the', 'delivery', 'was', 'okay']","['experience', 'average', 'food', 'quality', 'average', 'delivery', 'okay']","['experience', 'average', 'food', 'quality', 'average', 'delivery', 'okay']",experience average food quality average delivery okay
REV_005354,ORD_003827,CUST_00633,REST_0180,5,Very satisfied with the order.,Positive,30,very satisfied with the order.,very satisfied with the order,"['very', 'satisfied', 'with', 'the', 'order']","['satisfied', 'order']","['satisfied', 'order']",satisfied order
REV_005355,ORD_007076,CUST_00542,REST_0192,5,The food was delicious. Everything tasted fresh. The order arrived without any issues.,Positive,86,the food was delicious. everything tasted fresh. the order arrived without any issues.,the food was delicious everything tasted fresh the order arrived without any issues,"['the', 'food', 'was', 'delicious', 'everything', 'tasted', 'fresh', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issues']","['food', 'delicious', 'everything', 'tasted', 'fresh', 'order', 'arrived', 'without', 'issue']",food delicious everything tasted fresh order arrived without issue
REV_005356,ORD_003920,CUST_01332,REST_0068,4,Very satisfied with the order. The food quality was excellent. Delivery was quick.,Positive,82,very satisfied with the order. the food quality was excellent. delivery was quick.,very satisfied with the order the food quality was excellent delivery was quick,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'food', 'quality', 'was', 'excellent', 'delivery', 'was', 'quick']","['satisfied', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']","['satisfied', 'order', 'food', 'quality', 'excellent', 'delivery', 'quick']",satisfied order food quality excellent delivery quick
REV_005357,ORD_009427,CUST_00350,REST_0157,4,Very satisfied with the order.,Positive,30,very satisfied with the order.,very satisfied with the order,"['very', 'satisfied', 'with', 'the', 'order']","['satisfied', 'order']","['satisfied', 'order']",satisfied order
REV_005358,ORD_005682,CUST_00185,REST_0188,4,The meal was excellent. The food quality was excellent. The order arrived without any issues.,Positive,93,the meal was excellent. the food quality was excellent. the order arrived without any issues.,the meal was excellent the food quality was excellent the order arrived without any issues,"['the', 'meal', 'was', 'excellent', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['meal', 'excellent', 'food', 'quality', 'excellent', 'order', 'arrived', 'without', 'issues']","['meal', 'excellent', 'food', 'quality', 'excellent', 'order', 'arrived', 'without', 'issue']",meal excellent food quality excellent order arrived without issue
REV_005359,ORD_000258,CUST_00666,REST_0032,5,Very satisfied with the order. The food quality was excellent. The order arrived on time.,Positive,89,very satisfied with the order. the food quality was excellent. the order arrived on time.,very satisfied with the order the food quality was excellent the order arrived on time,"['very', 'satisfied', 'with', 'the', 'order', 'the', 'food', 'quality', 'was', 'excellent', 'the', 'order', 'arrived', 'on', 'time']","['satisfied', 'order', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']","['satisfied', 'order', 'food', 'quality', 'excellent', 'order', 'arrived', 'time']",satisfied order food quality excellent order arrived time
REV_005360,ORD_008400,CUST_01352,REST_0191,3,The taste was decent. The order was packed reasonably well.,Neutral,59,the taste was decent. the order was packed reasonably well.,the taste was decent the order was packed reasonably well,"['the', 'taste', 'was', 'decent', 'the', 'order', 'was', 'packed', 'reasonably', 'well']","['taste', 'decent', 'order', 'packed', 'reasonably', 'well']","['taste', 'decent', 'order', 'packed', 'reasonably', 'well']",taste decent order packed reasonably well
REV_005361,ORD_004136,CUST_00036,REST_0076,4,The food was fresh and tasty. The driver delivered the order quickly.,Positive,69,the food was fresh and tasty. the driver delivered the order quickly.,the food was fresh and tasty the driver delivered the order quickly,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'driver', 'delivered', 'the', 'order', 'quickly']","['food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']","['food', 'fresh', 'tasty', 'driver', 'delivered', 'order', 'quickly']",food fresh tasty driver delivered order quickly
REV_005362,ORD_004488,CUST_01439,REST_0018,3,Nothing particularly stood out. The food quality was average. Delivery was neither fast nor slow.,Neutral,97,nothing particularly stood out. the food quality was average. delivery was neither fast nor slow.,nothing particularly stood out the food quality was average delivery was neither fast nor slow,"['nothing', 'particularly', 'stood', 'out', 'the', 'food', 'quality', 'was', 'average', 'delivery', 'was', 'neither', 'fast', 'nor', 'slow']","['nothing', 'particularly', 'stood', 'food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']","['nothing', 'particularly', 'stood', 'food', 'quality', 'average', 'delivery', 'neither', 'fast', 'slow']",nothing particularly stood food quality average delivery neither fast slow
REV_005363,ORD_005446,CUST_00399,REST_0145,4,The food was fresh and tasty. The order arrived without any issues.,Positive,67,the food was fresh and tasty. the order arrived without any issues.,the food was fresh and tasty the order arrived without any issues,"['the', 'food', 'was', 'fresh', 'and', 'tasty', 'the', 'order', 'arrived', 'without', 'any', 'issues']","['food', 'fresh', 'tasty', 'order', 'arrived', 'without', 'issues']","['food', 'fresh', 'tasty', 'order', 'arrived', 'without', 'issue']",food fresh tasty order arrived without issue
REV_005364,ORD_004140,CUST_00455,REST_0035,4,Everything tasted fresh. Everything arrived in good condition.,Positive,62,everything tasted fresh. everything arrived in good condition.,everything tasted fresh everything arrived in good condition,"['everything', 'tasted', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']","['everything', 'tasted', 'fresh', 'everything', 'arrived', 'good', 'condition']",everything tasted fresh everything arrived good condition
REV_005365,ORD_006856,CUST_00181,REST_0125,4,Everything tasted great. The packaging was neat.,Positive,48,everything tasted great. the packaging was neat.,everything tasted great the packaging was neat,"['everything', 'tasted', 'great', 'the', 'packaging', 'was', 'neat']","['everything', 'tasted', 'great', 'packaging', 'neat']","['everything', 'tasted', 'great', 'packaging', 'neat']",everything tasted great packaging neat
REV_005366,ORD_008200,CUST_00668,REST_0010,4,The food arrived hot and fresh. Everything arrived in good condition.,Positive,69,the food arrived hot and fresh. everything arrived in good condition.,the food arrived hot and fresh everything arrived in good condition,"['the', 'food', 'arrived', 'hot', 'and', 'fresh', 'everything', 'arrived', 'in', 'good', 'condition']","['food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']","['food', 'arrived', 'hot', 'fresh', 'everything', 'arrived', 'good', 'condition']",food arrived hot fresh everything arrived good condition
